資産コード,枝番,異動区分,異動区分名,資産ステータス,資産ステータス名,資産名,資産カナ名,取得日,事業供用開始日,移行日,取得価額,税区分ID,税区分名,税額,税額（手入力）,取得価額（税込額）,取得方法区分,取得方法区分名,資産科目コード,資産科目名,部門コード,部門名,設置場所コード,設置場所,申告先コード,申告先名,数量,単位,購入先名,事前申請リンク,償却方法_1,償却方法名_1,耐用年数_1,償却率_1,保証率_1,保証額_1,改定償却率_1,備忘価額_1,改定取得価額_1,期首簿価_1,移行時の帳簿価額_1,償却済月数_1,総償却月数_1,残存価額_1,当月償却費_1,当月末簿価_1,減価償却累計額_1,減損損失額_1,減損累計額_1,償却方法_2,償却方法名_2,耐用年数_2,償却率_2,保証率_2,保証額_2,改定償却率_2,備忘価額_2,改定取得価額_2,期首簿価_2,移行時の帳簿価額_2,償却済月数_2,総償却月数_2,残存価額_2,当月償却費_2,当月末簿価_2,減価償却累計額_2,減損損失額_2,減損累計額_2,償却方法_3,償却方法名_3,耐用年数_3,償却率_3,保証率_3,保証額_3,改定償却率_3,備忘価額_3,改定取得価額_3,期首簿価_3,移行時の帳簿価額_3,償却済月数_3,総償却月数_3,残存価額_3,当月償却費_3,当月末簿価_3,減価償却累計額_3,減損損失額_3,減損累計額_3,資産種類（償却資産税）,資産種類名（償却資産税）,特例対象フラグ,特例（分子）,特例（分母）,摘要（償却資産税）,資産種類（法人税）,資産種類名（法人税）,構造,細目,タグ,メモ,事由コード,事由名,除却日,処分費用,処分費用税区分ID,処分費用税区分名,処分費用（税額）,処分費用（税額手入力）,処分費用（税込額）,処分費用支払先,売却日,売却額,売却額税区分ID,売却額税区分名,売却額（税額）,売却額（税額手入力）,売却額（税込額）,売却先,リンク（異動時）,有効期間（From）,有効期間（To）,登録日,登録ユーザー名
11,1,20,事業供用開始,20,事業供用中（償却中）,fa11,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,1,,0,0,0,0,1,499999,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,1,,0,0,0,0,1,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2018/01/01,,2023/02/15 22:22:25,Lily test14
12,1,20,事業供用開始,20,事業供用中（償却中）,fa12,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,1,,0,0,0,0,1,499999,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,1,,0,0,0,0,1,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2018/01/01,,2023/02/15 22:22:24,Lily test14
13,1,20,事業供用開始,20,事業供用中（償却中）,fa13,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,1,,0,0,0,0,1,499999,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,1,,0,0,0,0,1,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2018/01/01,,2023/02/15 22:22:22,Lily test14
14,1,20,事業供用開始,20,事業供用中（償却中）,fa14,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,1,,0,0,0,0,1,499999,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,1,,0,0,0,0,1,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2018/01/01,,2023/02/15 22:22:20,Lily test14
15,1,20,事業供用開始,20,事業供用中（償却中）,fa15,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,1,,0,0,0,0,1,499999,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,1,,0,0,0,0,1,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2018/01/01,,2023/02/15 22:22:19,Lily test14
16,1,20,事業供用開始,20,事業供用中（償却中）,fa16,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:55,Lily test14
17,1,20,事業供用開始,20,事業供用中（償却中）,fa17,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:52,Lily test14
18,1,20,事業供用開始,20,事業供用中（償却中）,fa18,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:49,Lily test14
19,1,20,事業供用開始,20,事業供用中（償却中）,fa19,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:47,Lily test14
20,1,20,事業供用開始,20,事業供用中（償却中）,fa20,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:44,Lily test14
21,1,20,事業供用開始,20,事業供用中（償却中）,fa21,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:41,Lily test14
22,1,20,事業供用開始,20,事業供用中（償却中）,fa22,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:39,Lily test14
23,1,20,事業供用開始,20,事業供用中（償却中）,fa23,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:36,Lily test14
24,1,20,事業供用開始,20,事業供用中（償却中）,fa24,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:34,Lily test14
25,1,20,事業供用開始,20,事業供用中（償却中）,fa25,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:31,Lily test14
26,1,20,事業供用開始,20,事業供用中（償却中）,fa26,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:28,Lily test14
27,1,20,事業供用開始,20,事業供用中（償却中）,fa27,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:26,Lily test14
28,1,20,事業供用開始,20,事業供用中（償却中）,fa28,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:23,Lily test14
29,1,20,事業供用開始,20,事業供用中（償却中）,fa29,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:21,Lily test14
30,1,20,事業供用開始,20,事業供用中（償却中）,fa30,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:18,Lily test14
31,1,20,事業供用開始,20,事業供用中（償却中）,fa31,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:16,Lily test14
32,1,20,事業供用開始,20,事業供用中（償却中）,fa32,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:13,Lily test14
33,1,20,事業供用開始,20,事業供用中（償却中）,fa33,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:11,Lily test14
34,1,20,事業供用開始,20,事業供用中（償却中）,fa34,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:09,Lily test14
35,1,20,事業供用開始,20,事業供用中（償却中）,fa35,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:06,Lily test14
36,1,20,事業供用開始,20,事業供用中（償却中）,fa36,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:04,Lily test14
37,1,20,事業供用開始,20,事業供用中（償却中）,fa37,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:21:01,Lily test14
38,1,20,事業供用開始,20,事業供用中（償却中）,fa38,パソコン,2018/01/01,,,500000,99,対象外,0,,500000,1,新品,SSKM0001,科目0001,,,STBS0001,設置場所0001,SKS0001,申告先0001,1,台,,,11,定額法,5,0.2,,,,1,0,341667,,0,0,0,8333,316668,183332,0,0,22,定率法（200%）,5,0.4,0.108,,0.5,1,0,265001,,0,0,0,11388,307503,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,6,工具、器具及び備品,false,0,0,,17,器具及び備品,,,,2018年度新入社員用です,,,,,,,,,,,,,,,,,,,,2022/06/16,,2023/02/15 22:20:59,Lily test14
