資産コード,枝番,資産名,資産カナ名,取得日,事業供用開始日,移行日,取得価額,税区分ID,税区分,税額,取得方法区分,取得方法区分名,資産科目コード,資産科目名,部門コード,部門名,設置場所コード,設置場所名,数量,単位,購入先名,リンク,償却方法_1,償却方法名_1,耐用年数_1,備忘価額_1,改定取得価額_1,期首簿価_1,移行時の帳簿価額_1,減損累計額_1,繰越超過額_1,償却済月数_1,総償却月数_1,残存価額_1,償却方法_2,償却方法名_2,耐用年数_2,備忘価額_2,改定取得価額_2,期首簿価_2,移行時の帳簿価額_2,減損累計額_2,繰越超過額_2,償却済月数_2,総償却月数_2,残存価額_2,償却方法_3,償却方法名_3,耐用年数_3,備忘価額_3,改定取得価額_3,期首簿価_3,移行時の帳簿価額_3,減損累計額_3,繰越超過額_3,償却済月数_3,総償却月数_3,残存価額_3,資産種類（償却資産税）,資産種類名（償却資産税）,特例対象フラグ,特例（分子）,特例（分母）,摘要（償却資産税）,資産種類（法人税）,資産種類名（法人税）,構造,細目,タグ,メモ,コメント
101,15,D60-FA0015,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,11,,,,,,
101,16,D60-FA0016,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,12,,,,,,
101,17,D60-FA0017,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,13,,,,,,
101,18,D60-FA0018,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,14,,,,,,
101,19,D60-FA0019,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,15,,,,,,
101,20,D60-FA0020,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,16,,,,,,
101,21,D60-FA0021,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,17,,,,,,
101,22,D60-FA0022,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,20,,,,,,
101,23,D60-FA0023,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,30,,,,,,
101,24,D60-FA0024,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,40,,,,,,
101,25,D60-FA0025,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,50,,,,,,
101,26,D60-FA0026,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,60,,,,,,
101,27,D60-FA0027,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,10,,,,,,
101,28,D60-FA0028,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,11,,,,,,
101,29,D60-FA0029,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,12,,,,,,
101,30,D60-FA0030,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,13,,,,,,
101,31,D60-FA0031,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,14,,,,,,
101,32,D60-FA0032,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,15,,,,,,
101,33,D60-FA0033,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,16,,,,,,
101,34,D60-FA0034,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,17,,,,,,
101,35,D60-FA0035,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,20,,,,,,
101,36,D60-FA0036,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,30,,,,,,
101,37,D60-FA0037,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,40,,,,,,
101,38,D60-FA0038,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,50,,,,,,
101,39,D60-FA0039,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,60,,,,,,
101,40,D60-FA0040,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,10,,,,,,
101,41,D60-FA0041,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,11,,,,,,
101,42,D60-FA0042,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,12,,,,,,
101,43,D60-FA0043,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,13,,,,,,
101,44,D60-FA0044,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,14,,,,,,
101,45,D60-FA0045,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,15,,,,,,
101,46,D60-FA0046,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,16,,,,,,
101,47,D60-FA0047,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,17,,,,,,
101,48,D60-FA0048,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,20,,,,,,
101,49,D60-FA0049,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,30,,,,,,
101,50,D60-FA0050,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,40,,,,,,
101,51,D60-FA0051,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,50,,,,,,
101,52,D60-FA0052,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,60,,,,,,
101,53,D60-FA0053,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,10,,,,,,
101,54,D60-FA0054,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,11,,,,,,
101,55,D60-FA0055,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,12,,,,,,
101,56,D60-FA0056,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,13,,,,,,
101,57,D60-FA0057,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,14,,,,,,
101,58,D60-FA0058,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,15,,,,,,
101,59,D60-FA0059,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,16,,,,,,
101,60,D60-FA0060,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,17,,,,,,
101,61,D60-FA0061,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,20,,,,,,
101,62,D60-FA0062,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,30,,,,,,
101,63,D60-FA0063,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,40,,,,,,
101,64,D60-FA0064,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,50,,,,,,
101,65,D60-FA0065,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,60,,,,,,
101,66,D60-FA0066,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,10,,,,,,
101,67,D60-FA0067,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,11,,,,,,
101,68,D60-FA0068,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,12,,,,,,
101,69,D60-FA0069,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,13,,,,,,
101,70,D60-FA0070,パソコン,2018/02/01,2018/02/01,,2000007,99,対象外,,1,新品,SSKM0001,,,,STBS0003,,1,個,,,60,,,,,,,,,,90,,60,,,,,,,,,,90,,,,,,,,,,,,,,1,構築物,1,5,9,,14,,,,,,
